Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID	GO ID	Term	Code
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0035869	ciliary transition zone	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0035869	ciliary transition zone	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0035869	ciliary transition zone	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005929	cilium	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005929	cilium	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005929	cilium	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005737	cytoplasm	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005856	cytoskeleton	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005874	microtubule	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0008017	microtubule binding	IBA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0008017	microtubule binding	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0008017	microtubule binding	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0008017	microtubule binding	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0072686	mitotic spindle	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0072686	mitotic spindle	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0072686	mitotic spindle	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0061673	mitotic spindle astral microtubule	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0061673	mitotic spindle astral microtubule	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0061673	mitotic spindle astral microtubule	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1990755	mitotic spindle microtubule depolymerization	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1990755	mitotic spindle microtubule depolymerization	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1990755	mitotic spindle microtubule depolymerization	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0045995	regulation of embryonic development	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1901673	regulation of mitotic spindle assembly	IBA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1901673	regulation of mitotic spindle assembly	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1901673	regulation of mitotic spindle assembly	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:1901673	regulation of mitotic spindle assembly	ISS
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005819	spindle	IBA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005819	spindle	IEA
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005819	spindle	ISO
1700054N08Rik	old symbol	MGI:1920670	Ccsap	centriole, cilia and spindle associated protein	protein coding gene	ENSMUSG00000031971	73420	GO:0005819	spindle	ISS
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0003677	DNA binding	IEA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0031507	heterochromatin formation	IBA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0000786	nucleosome	IBA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0000786	nucleosome	IEA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0005634	nucleus	IBA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0046982	protein heterodimerization activity	IEA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0030527	structural constituent of chromatin	IBA
1700054O13Rik	old symbol	MGI:1914584	H2ap	H2A.P  histone	protein coding gene	ENSMUSG00000040456	67334	GO:0030527	structural constituent of chromatin	IEA
1700055C04Rik	current symbol	MGI:1920647	1700055C04Rik	RIKEN cDNA 1700055C04 gene	lncRNA gene	ENSMUSG00000093616	73397	GO:0008150	biological_process	ND
1700055C04Rik	current symbol	MGI:1920647	1700055C04Rik	RIKEN cDNA 1700055C04 gene	lncRNA gene	ENSMUSG00000093616	73397	GO:0005575	cellular_component	ND
1700055C04Rik	current symbol	MGI:1920647	1700055C04Rik	RIKEN cDNA 1700055C04 gene	lncRNA gene	ENSMUSG00000093616	73397	GO:0003674	molecular_function	ND
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	IBA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0004029	aldehyde dehydrogenase (NAD+) activity	IBA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0004029	aldehyde dehydrogenase (NAD+) activity	IDA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0004029	aldehyde dehydrogenase (NAD+) activity	IEA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	ISO
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0006081	aldehyde metabolic process	IBA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0006081	aldehyde metabolic process	IC
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0006081	aldehyde metabolic process	IEA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0005737	cytoplasm	IBA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0005737	cytoplasm	IDA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0016020	membrane	IEA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0016491	oxidoreductase activity	IEA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	IEA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0005886	plasma membrane	IDA
1700055N04Rik	old symbol	MGI:1920708	Aldh3b3	aldehyde dehydrogenase 3 family, member B3	protein coding gene	ENSMUSG00000037263	73458	GO:0005886	plasma membrane	IEA
1700056E22Rik	current symbol	MGI:1920613	1700056E22Rik	RIKEN cDNA 1700056E22 gene	protein coding gene	ENSMUSG00000044854	73363	GO:0008150	biological_process	ND
1700056E22Rik	current symbol	MGI:1920613	1700056E22Rik	RIKEN cDNA 1700056E22 gene	protein coding gene	ENSMUSG00000044854	73363	GO:0005575	cellular_component	ND
1700056E22Rik	current symbol	MGI:1920613	1700056E22Rik	RIKEN cDNA 1700056E22 gene	protein coding gene	ENSMUSG00000044854	73363	GO:0003674	molecular_function	ND
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005509	calcium ion binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0042609	CD4 receptor binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005737	cytoplasm	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005829	cytosol	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005783	endoplasmic reticulum	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0019899	enzyme binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005154	epidermal growth factor receptor binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005794	Golgi apparatus	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0032791	lead ion binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0000287	magnesium ion binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0045121	membrane raft	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0045340	mercury ion binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0004518	nuclease activity	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005730	nucleolus	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005654	nucleoplasm	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005634	nucleus	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0048471	perinuclear region of cytoplasm	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0017128	phospholipid scramblase activity	IBA
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0017128	phospholipid scramblase activity	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005886	plasma membrane	IBA
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0005886	plasma membrane	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0017121	plasma membrane phospholipid scrambling	IBA
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0017124	SH3 domain binding	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0001618	virus receptor activity	ISO
1700057G04Rik	old symbol	MGI:1925709	Plscr1l1	phospholipid scramblase 1 like 1	protein coding gene	ENSMUSG00000074139	78459	GO:0008270	zinc ion binding	ISO
1700057H15Rik	current symbol	MGI:1925710	1700057H15Rik	RIKEN cDNA 1700057H15 gene	lncRNA gene	ENSMUSG00000084757	78460	GO:0008150	biological_process	ND
1700057H15Rik	current symbol	MGI:1925710	1700057H15Rik	RIKEN cDNA 1700057H15 gene	lncRNA gene	ENSMUSG00000084757	78460	GO:0005575	cellular_component	ND
1700057H15Rik	current symbol	MGI:1925710	1700057H15Rik	RIKEN cDNA 1700057H15 gene	lncRNA gene	ENSMUSG00000084757	78460	GO:0003674	molecular_function	ND
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0008150	biological_process	ND
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0015630	microtubule cytoskeleton	ISO
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0003674	molecular_function	ND
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0005634	nucleus	IBA
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0005634	nucleus	IDA
1700057K13Rik	old symbol	MGI:1920685	Tex35	testis expressed 35	protein coding gene	ENSMUSG00000026592	73435	GO:0005634	nucleus	IEA
1700058G18Rik	old symbol	MGI:1914592	Kcnmb4os1	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1	antisense lncRNA gene	ENSMUSG00000020164	67342	GO:0008150	biological_process	ND
1700058G18Rik	old symbol	MGI:1914592	Kcnmb4os1	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1	antisense lncRNA gene	ENSMUSG00000020164	67342	GO:0005575	cellular_component	ND
1700058G18Rik	old symbol	MGI:1914592	Kcnmb4os1	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1	antisense lncRNA gene	ENSMUSG00000020164	67342	GO:0003674	molecular_function	ND
1700060C16Rik	current symbol	MGI:1920675	1700060C16Rik	RIKEN cDNA 1700060C16 gene	lncRNA gene	ENSMUSG00000086887	73425	GO:0008150	biological_process	ND
1700060C16Rik	current symbol	MGI:1920675	1700060C16Rik	RIKEN cDNA 1700060C16 gene	lncRNA gene	ENSMUSG00000086887	73425	GO:0005575	cellular_component	ND
1700060C16Rik	current symbol	MGI:1920675	1700060C16Rik	RIKEN cDNA 1700060C16 gene	lncRNA gene	ENSMUSG00000086887	73425	GO:0003674	molecular_function	ND
1700060C20Rik	current symbol	MGI:1920649	1700060C20Rik	RIKEN cDNA 1700060C20 gene	lncRNA gene	ENSMUSG00000078957	73399	GO:0008150	biological_process	ND
1700060C20Rik	current symbol	MGI:1920649	1700060C20Rik	RIKEN cDNA 1700060C20 gene	lncRNA gene	ENSMUSG00000078957	73399	GO:0005575	cellular_component	ND
1700060C20Rik	current symbol	MGI:1920649	1700060C20Rik	RIKEN cDNA 1700060C20 gene	lncRNA gene	ENSMUSG00000078957	73399	GO:0003674	molecular_function	ND
1700061F12Rik	current symbol	MGI:1920688	1700061F12Rik	RIKEN cDNA 1700061F12 gene	lncRNA gene	ENSMUSG00000085580	73438	GO:0008150	biological_process	ND
1700061F12Rik	current symbol	MGI:1920688	1700061F12Rik	RIKEN cDNA 1700061F12 gene	lncRNA gene	ENSMUSG00000085580	73438	GO:0005575	cellular_component	ND
1700061F12Rik	current symbol	MGI:1920688	1700061F12Rik	RIKEN cDNA 1700061F12 gene	lncRNA gene	ENSMUSG00000085580	73438	GO:0003674	molecular_function	ND
1700061G19Rik	old symbol	MGI:1925875	Acsbg3	acyl-CoA synthetase bubblegum family member 3	protein coding gene	ENSMUSG00000024209	78625	GO:0005737	cytoplasm	IBA
1700061G19Rik	old symbol	MGI:1925875	Acsbg3	acyl-CoA synthetase bubblegum family member 3	protein coding gene	ENSMUSG00000024209	78625	GO:0042759	long-chain fatty acid biosynthetic process	IBA
1700061G19Rik	old symbol	MGI:1925875	Acsbg3	acyl-CoA synthetase bubblegum family member 3	protein coding gene	ENSMUSG00000024209	78625	GO:0004467	long-chain fatty acid-CoA ligase activity	IBA
1700061I17Rik	current symbol	MGI:1920612	1700061I17Rik	RIKEN cDNA 1700061I17 gene	lncRNA gene	ENSMUSG00000028009	433646	GO:0008150	biological_process	ND
1700061I17Rik	current symbol	MGI:1920612	1700061I17Rik	RIKEN cDNA 1700061I17 gene	lncRNA gene	ENSMUSG00000028009	433646	GO:0005575	cellular_component	ND
1700061I17Rik	current symbol	MGI:1920612	1700061I17Rik	RIKEN cDNA 1700061I17 gene	lncRNA gene	ENSMUSG00000028009	433646	GO:0003674	molecular_function	ND
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0001669	acrosomal vesicle	IEA
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0008150	biological_process	ND
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0042995	cell projection	IEA
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0005929	cilium	IEA
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0031410	cytoplasmic vesicle	IEA
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0003674	molecular_function	ND
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0031514	motile cilium	IEA
1700061J05Rik	old symbol	MGI:1920626	Cimip4	ciliary microtubule inner protein 4	protein coding gene	ENSMUSG00000062154	73376	GO:0036126	sperm flagellum	IDA
1700063A18Rik	current symbol	MGI:1920704	1700063A18Rik	RIKEN cDNA 1700063A18 gene	lncRNA gene	ENSMUSG00000100062	73454	GO:0008150	biological_process	ND
1700063A18Rik	current symbol	MGI:1920704	1700063A18Rik	RIKEN cDNA 1700063A18 gene	lncRNA gene	ENSMUSG00000100062	73454	GO:0005575	cellular_component	ND
1700063A18Rik	current symbol	MGI:1920704	1700063A18Rik	RIKEN cDNA 1700063A18 gene	lncRNA gene	ENSMUSG00000100062	73454	GO:0003674	molecular_function	ND
1700063D05Rik	current symbol	MGI:1925750	1700063D05Rik	RIKEN cDNA 1700063D05 gene	lncRNA gene	ENSMUSG00000100837	78500	GO:0008150	biological_process	ND
1700063D05Rik	current symbol	MGI:1925750	1700063D05Rik	RIKEN cDNA 1700063D05 gene	lncRNA gene	ENSMUSG00000100837	78500	GO:0005575	cellular_component	ND
1700063D05Rik	current symbol	MGI:1925750	1700063D05Rik	RIKEN cDNA 1700063D05 gene	lncRNA gene	ENSMUSG00000100837	78500	GO:0003674	molecular_function	ND
1700063O14Rik	current symbol	MGI:1920702	1700063O14Rik	RIKEN cDNA 1700063O14 gene	lncRNA gene		73452	GO:0008150	biological_process	ND
1700063O14Rik	current symbol	MGI:1920702	1700063O14Rik	RIKEN cDNA 1700063O14 gene	lncRNA gene		73452	GO:0005575	cellular_component	ND
1700063O14Rik	current symbol	MGI:1920702	1700063O14Rik	RIKEN cDNA 1700063O14 gene	lncRNA gene		73452	GO:0003674	molecular_function	ND
1700064J06Rik	current symbol	MGI:1920650	1700064J06Rik	RIKEN cDNA 1700064J06 gene	lncRNA gene	ENSMUSG00000100681	73400	GO:0008150	biological_process	ND
1700064J06Rik	current symbol	MGI:1920650	1700064J06Rik	RIKEN cDNA 1700064J06 gene	lncRNA gene	ENSMUSG00000100681	73400	GO:0005575	cellular_component	ND
1700064J06Rik	current symbol	MGI:1920650	1700064J06Rik	RIKEN cDNA 1700064J06 gene	lncRNA gene	ENSMUSG00000100681	73400	GO:0003674	molecular_function	ND
1700064M15Rik	current symbol	MGI:1920707	1700064M15Rik	RIKEN cDNA 1700064M15 gene	lncRNA gene	ENSMUSG00000100211	73457	GO:0008150	biological_process	ND
1700064M15Rik	current symbol	MGI:1920707	1700064M15Rik	RIKEN cDNA 1700064M15 gene	lncRNA gene	ENSMUSG00000100211	73457	GO:0005575	cellular_component	ND
1700064M15Rik	current symbol	MGI:1920707	1700064M15Rik	RIKEN cDNA 1700064M15 gene	lncRNA gene	ENSMUSG00000100211	73457	GO:0003674	molecular_function	ND
1700065D16Rik	current symbol	MGI:1920660	1700065D16Rik	RIKEN cDNA 1700065D16 gene	protein coding gene	ENSMUSG00000096655	73410	GO:0008150	biological_process	ND
1700065D16Rik	current symbol	MGI:1920660	1700065D16Rik	RIKEN cDNA 1700065D16 gene	protein coding gene	ENSMUSG00000096655	73410	GO:0005575	cellular_component	ND
1700065D16Rik	current symbol	MGI:1920660	1700065D16Rik	RIKEN cDNA 1700065D16 gene	protein coding gene	ENSMUSG00000096655	73410	GO:0003674	molecular_function	ND
1700065I16Rik	current symbol	MGI:1925712	1700065I16Rik	RIKEN cDNA 1700065I16 gene	pseudogene	ENSMUSG00000099435	78462	
1700065I16Rik	current symbol	MGI:1925712	1700065I16Rik	RIKEN cDNA 1700065I16 gene	pseudogene	ENSMUSG00000121306	78462	
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0160112	axonemal B tubule inner sheath	IDA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0042995	cell projection	IEA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0005929	cilium	IEA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0005737	cytoplasm	IEA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0005856	cytoskeleton	IEA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0030317	flagellated sperm motility	IBA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0030317	flagellated sperm motility	IDA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0030317	flagellated sperm motility	IMP
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0003674	molecular_function	ND
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0031514	motile cilium	IEA
1700065I17Rik	old symbol	MGI:1914593	Spmip10	sperm microtubule inner protein 10	protein coding gene	ENSMUSG00000032900	67343	GO:0036126	sperm flagellum	IDA
1700065J11Rik	current symbol	MGI:1920659	1700065J11Rik	RIKEN cDNA 1700065J11 gene	lncRNA gene	ENSMUSG00000107341	73409	GO:0008150	biological_process	ND
1700065J11Rik	current symbol	MGI:1920659	1700065J11Rik	RIKEN cDNA 1700065J11 gene	lncRNA gene	ENSMUSG00000107341	73409	GO:0005575	cellular_component	ND
1700065J11Rik	current symbol	MGI:1920659	1700065J11Rik	RIKEN cDNA 1700065J11 gene	lncRNA gene	ENSMUSG00000107341	73409	GO:0003674	molecular_function	ND
1700065J18Rik	current symbol	MGI:1920705	1700065J18Rik	RIKEN cDNA 1700065J18 gene	lncRNA gene	ENSMUSG00000100872	73455	GO:0008150	biological_process	ND
1700065J18Rik	current symbol	MGI:1920705	1700065J18Rik	RIKEN cDNA 1700065J18 gene	lncRNA gene	ENSMUSG00000100872	73455	GO:0005575	cellular_component	ND
1700065J18Rik	current symbol	MGI:1920705	1700065J18Rik	RIKEN cDNA 1700065J18 gene	lncRNA gene	ENSMUSG00000100872	73455	GO:0003674	molecular_function	ND
1700065O20Rik	current symbol	MGI:1923859	1700065O20Rik	RIKEN cDNA 1700065O20 gene	lncRNA gene	ENSMUSG00000100134	76609	GO:0008150	biological_process	ND
